TI83333S000001	b0001	thrL	thr operon leader peptide
TI83333S000437	b0447	ybaO	putative LRP-like transcriptional regulator
TI83333S000438	b0448	mdlA	ATP-binding component of a transport system
TI83333S000439	b0449	mdl	putative ATP-binding component of a transport system
TI83333S000440	b0450	glnK	nitrogen regulatory protein P-II 2
TI83333S000441	b0451	amtB	probable ammonium transporter
TI83333S000442	b0452	tesB	acyl-CoA thioesterase II
TI83333S000443	b0453	ybaY	glycoprotein/polysaccharide metabolism
TI83333S000444	b0454	ybaZ	putative methyltransferase
TI83333S000445	b0456	ybaA	hypothetical protein
TI83333S000446	b0457	ylaB	hypothetical protein
TI83333S000447	b0458	ylaC	hypothetical protein
TI83333S000448	b0459	maa	maltose O-acetyltransferase
TI83333S000449	b0460	hha	haemolysin expression modulating protein
TI83333S000450	b0461	ybaJ	hypothetical protein
TI83333S000451	b0462	acrB	acridine efflux pump
TI83333S000452	b0463	acrA	acridine efflux pump
TI83333S000453	b0464	acrR	acrAB operon repressor
TI83333S000454	b0465	kefA	component of the MscS mechanosensitive channel
TI83333S000455	b0466	ybaM	unknown CDS
TI83333S000456	b0467	priC	primosomal replication protein N''
TI83333S000457	b0468	ybaN	putative gene 58
TI83333S000458	b0469	apt	adenine phosphoribosyltransferase
TI83333S000459	b0470	dnaX	DNA polymerase III subunits gamma and tau
TI83333S000460	b0471	ybaB	hypothetical protein
TI83333S000461	b0472	recR	recombination protein RecR
TI83333S000462	b0473	htpG	heat shock protein 90
TI83333S000463	b0474	adk	adenylate kinase
TI83333S000464	b0475	hemH	ferrochelatase
TI83333S000465	b0476	aes	acetyl esterase
TI83333S000466	b0477	gsk	inosine-guanosine kinase
TI83333S000467	b0478	ybaL	putative transport protein
TI83333S000468	b0479	fsr	fosmidomycin resistance protein
TI83333S000469	b0480	ushA	UDP-sugar hydrolase (5'-nucleotidase)
TI83333S000470	b0481	ybaK	hypothetical protein
TI83333S000471	b0482	ybaP	putative ligase
TI83333S000472	b0483	ybaQ	"conserved protein, DNA-binding domain"
TI83333S000473	b0484	copA	Cu(I)-translocating P-type ATPase
TI83333S000474	b0485	ybaS	glutaminase
TI83333S000475	b0486	ybaT	putative amino acid/amine transport protein
TI83333S000476	b0487	cueR	copper responsive transcription regulator
TI83333S000477	b0488	ybbJ	hypothetical protein
TI83333S000478	b0489	ybbK	putative protease
TI83333S000479	b0490	ybbL	putative ATP-binding component of a transport system
TI83333S000480	b0491	ybbM	putative metal resistance protein
TI83333S000481	b0492	ybbN	putative thioredoxin protein
TI83333S000482	b0493	ybbO	short chain dehydrogenase
TI83333S000483	b0494	tesA	acyl-CoA thioesterase I; also functions as protease I
TI83333S000484	b0495	ybbA	putative ATP-binding component of a transport system
TI83333S000485	b0496	ybbP	putative oxidoreductase
TI83333S000486	b0497	rhsD	RhsD protein in RhsD element
TI83333S000487	b0498	ybbC	unknown CDS
TI83333S000488	b0499	ylbH	hypothetical protein
TI83333S000489	b0500	ybbD	hypothetical protein
TI83333S000490	b0501	b0501	unknown CDS
TI83333S000491	b0502	ylbG	putative regulator
TI83333S000492	b0503	ybbB	putative capsule anchoring protein
TI83333S000493	b0504	allS	putative transcriptional regulator (LysR family)
TI83333S000494	b0505	allA	ureidoglycolate hydrolase
TI83333S000495	b0506	allR	repressor of allantoin and glyoxylate utilization operons
TI83333S000496	b0507	gcl	glyoxylate carboligase
TI83333S000497	b0508	hyi	hydroxpyruvate isomerase
TI83333S000498	b0509	glxR	tartronic semialdehyde reductase
TI83333S000499	b0510	ybbV	unknown CDS
TI83333S000500	b0511	ybbW	putative allantoin permease
TI83333S000501	b0512	allB	allantoinase
TI83333S000502	b0513	ybbY	possible uracil transporter
TI83333S000503	b0514	glxK	glycerate kinase
TI83333S000504	b0515	ylbA	hypothetical protein
TI83333S000505	b0516	allC	N-carbamoyl-L-amino acid amidohydrolase
TI83333S000506	b0517	allD	ureidoglycolate dehydrogenase
TI83333S000507	b0518	fdrA	succinyl-CoA synthetase alpha subunit
TI83333S000508	b0519	ylbE	hypothetical protein
TI83333S000509	b0520	ylbF	putative carboxylase
TI83333S000510	b0521	ybcF	carbamate kinase
TI83333S000511	b0522	purK	phosphoribosylaminoimidazole carboxylase
TI83333S000512	b0523	purE	phosphoribosylaminoimidazole carboxylase catalytic subunit
TI83333S000513	b0524	lpxH	"UDP-2,3-diacylglucosamine hydrolase"
TI83333S000514	b0525	ppiB	peptidyl-prolyl cis-trans isomerase B (rotamase B)
TI83333S000515	b0526	cysS	cysteinyl-tRNA synthetase
TI83333S000516	b0527	ybcI	hypothetical protein
TI83333S000517	b0528	ybcJ	unknown CDS
TI83333S000518	b0529	folD	"5,10-methylene-tetrahydrofolate dehydrogenase; 5,10-methylene-tetrahydrofolate cyclohydrolase"
TI83333S000519	b0530	sfmA	putative fimbrial-like protein
TI83333S000520	b0531	sfmC	putative chaperone
TI83333S000521	b0532	sfmD	putative outer membrane protein
TI83333S000522	b0533	sfmH	fimbrial assembly protein
TI83333S000523	b0534	sfmF	putative fimbrial-like protein
TI83333S000524	b0535	fimZ	"fimbiral protein Z, putative transcriptional regulator of fimbrial expression (LuxR/UhpA family)"
TI83333S000525	b0537	intD	DLP12 prophage; integrase
TI83333S000526	b0538	b0538	DLP12 prophage; putative sensory transduction regulator
TI83333S000527	b0539	ybcC	DLP12 prophage; putative exonuclease similar to lambda
TI83333S000528	b0540	b0540	DLP12 prophage; putative transposase-related protein
TI83333S000529	b0541	see b0372	DLP12 prophage; putative transposase for insertion sequence IS3
TI83333S000530	b0542	renD	DLP12 prophage
TI83333S000531	b0543	emrE	"DLP12 prophage; auxillary multidrug transport protein, methylviologen and ethidium resistance (SMR family)"
TI83333S000532	b0544	ybcK	DLP12 prophage; putative recombinase
TI83333S000533	b0545	ybcL	DLP12 prophage; protein with phosphatidylethanolamine-binding domain
TI83333S000534	b0546	ybcM	DLP12 prophage; putative transcriptional regulator (AraC/XylS familiy)
TI83333S000535	b0547	ybcN	DLP12 prophage
TI83333S000536	b0548	ninE	DLP12 prophage; similar to phage 82 and lambda proteins
TI83333S000537	b0549	ybcO	DLP12 prophage
TI83333S000538	b0550	rusA	DLP12 prophage; endodeoxyribonuclease RUS (Holliday junction resolvase)
TI83333S000539	b0551	ybcQ	DLP12 prophage; putative antitermination protein Q
TI83333S000540	b0552	b0552	DLP12 prophage; IS 5 protein
TI83333S000541	b0553	nmpC	"DLP12 prophage; outer membrane porin, at locus of qsr prophage"
TI83333S000542	b0554	essD	"DLP12 prophage; putative lysis protein S, homolog of Rz of phage PA-2"
TI83333S000543	b0555	ybcS	"DLP12 prophage; putative lysozyme, bacteriophage lambda lysozyme homolog"
TI83333S000544	b0556	rzpD	DLP12 prophage; bacteriophage lambda endopeptidase homolog
TI83333S000545	b0557	borD	"DLP12 prophage; bacteriophage lambda Bor lipoprotein homolog, involved in serum resistance"
TI83333S000546	b0558	ybcV	DLP12 prophage; putative envelope protein
TI83333S000547	b0559	ybcW	DLP12 prophage
TI83333S000548	b0560	nohB	DLP12 prophage; bacteriophage DNA packaging protein
TI83333S000549	b0561	tfaD	DLP12 prophage; putative tail fiber assembly gene
TI83333S000550	b0562	ybcY	"DLP12 prophage; homolog of phage 21 head protein, putative methylase"
TI83333S000551	b0563	ylcE	DLP12 prophage
TI83333S000552	b0564	appY	DLP12 prophage; transcriptional regulator required for anaerobic and stationary phase induction of genes (AraC/XylS family)
TI83333S000553	b0565	ompT	"DLP12 prophage; protease VII, outer membrane protein 3b (a), putative porin"
TI83333S000554	b0566	envY	envelope protein; thermoregulation of porin biosynthesis
TI83333S000555	b0567	ybcH	hypothetical protein
TI83333S000556	b0568	nfrA	"bacteriophage N4 receptor, outer membrane protein"
TI83333S000557	b0569	nfrB	"bacteriophage N4 receptor, subunit, inner membrane protein"
TI83333S000558	b0570	cusS	sensor kinase of copper sensing two-component system.
TI83333S000559	b0571	cusR	"response regulator in two-component regulatory system with CusS, regulation of copper resistance"
TI83333S000560	b0572	cusC	outer membrane transport protein involved in copper (silver) tolerance
TI83333S000561	b0573	cusF	putative periplasmic copper-binding protein
TI83333S000562	b0574	cusB	outer membrane transport protein involved in copper (silver) tolerance
TI83333S000563	b0575	cusA	outer membrane copper (silver) and drug transport protein (RND family)
TI83333S000564	b0576	pheP	phenylalanene transport protein (APC family)
TI83333S000565	b0577	ybdG	putative transport
TI83333S000566	b0578	nfnB	dihydropteridine reductase; oxygen-insensitive NAD(P)H nitroreductase
TI83333S000567	b0579	ybdF	hypothetical protein
TI83333S000568	b0580	ybdJ	hypothetical protein
TI83333S000569	b0581	ybdK	hypothetical protein
TI83333S000570	b4415		small toxic membrane polypeptide
TI83333S000571	b0582	b0582	IS186 hypothetical protein
TI83333S000572	b0583	entD	"enterochelin synthetase, component D"
TI83333S000573	b0584	fepA	"outer membrane porin, receptor for ferric enterobactin and colicins B and D"
TI83333S000574	b0585	fes	enterochelin esterase
TI83333S000575	b0586	entF	ATP-dependent serine activating enzyme (may be part of enterobactin synthase as component F)
TI83333S000576	b0587	fepE	ferric enterobactin (enterochelin) transport
TI83333S000577	b0588	fepC	ATP-binding component of ferric enterobactin transport
TI83333S000578	b0589	fepG	ferric enterobactin transport protein
TI83333S000579	b0590	fepD	ferric enterobactin (enterochelin) transport
TI83333S000580	b0591	entS	putative transport
TI83333S000581	b0592	fepB	ferric enterobactin (enterochelin) binding protein; periplasmic component
TI83333S000582	b0593	entC	isochorismate synthase
TI83333S000583	b0594	entE	"2,3-dihydroxybenzoate-AMP ligase"
TI83333S000584	b0595	entB	"2,3-dihydro-2,3-dihydroxybenzoate synthetase, isochroismatase"
TI83333S000585	b0596	entA	"2,3-dihydroxybenzoate-2,3-dehydrogenase"
TI83333S000586	b0597	ybdB	hypothetical protein
TI83333S000587	b0598	cstA	carbon starvation protein
TI83333S000588	b0599	ybdH	putative alcohol dehydrogenase
TI83333S000589	b0600	ybdL	putative aminotransferase
TI83333S000590	b0601	ybdM	hypothetical protein
TI83333S000591	b0602	ybdN	hypothetical protein
TI83333S000592	b0603	ybdO	putative transcriptional regulator (LysR familiy)
TI83333S000593	b0604	dsbG	"disulfide isomerase, thiol-disulphide oxidase, periplasmic"
TI83333S000594	b0605	ahpC	"alkyl hydroperoxide reductase, C22 subunit, thioredoxin-like, detoxification of hydroperoxides"
TI83333S000595	b0606	ahpF	"alkyl hydroperoxide reductase subunit, FAD/NAD(P)-binding, detoxification of hydroperoxides"
TI83333S000596	b0607	uspG	"conserved hypothetical protein, adenine nucleotide-binding domain"
TI83333S000597	b0608	ybdR	"putative dehydrogenase, NAD(P)-binding"
TI83333S000598	b0609	b0609	unknown CDS
TI83333S000599	b0610	rnk	nucleoside diphosphate kinase regulator
TI83333S000600	b0611	rna	"RNase I, cleaves phosphodiester bond between any two nucleotides"
TI83333S000601	b0612	citT	citrate carrier
TI83333S000602	b0613	citG	triphosphoribosyl-dephospho-CoA transferase
TI83333S000603	b0614	citX	2'-(5'-triphosphoribosyl)-3'-dephospho-CoA:apo- citrate lyase
TI83333S000604	b0615	citF	citrate lyase alpha chain
TI83333S000605	b0616	citE	citrate lyase beta chain (acyl lyase subunit)
TI83333S000606	b0617	citD	citrate lyase acyl carrier protein (gamma chain)
TI83333S000607	b0618	citC	citrate lyase synthetase (citrate (pro-3S)-lyase ligase
TI83333S000608	b0619	dpiB	putative sensor-type protein
TI83333S000609	b0620	dpiA	"response regulator in two-component regulatory system with DpiB, regulation of citrate fermentation and of plasmid inheritance (OmpR family)"
TI83333S000610	b0621	dcuC	dicarboxylate transport protein (DcuC family)
TI83333S000611	b0622	pagP	"palmitoyl transferase for Lipid A, outer membrane integral protein"
TI83333S000612	b0623	cspE	cold shock protein E
TI83333S000613	b0624	crcB	camphor resistance protein CrcB
TI83333S000614	b0625	ybeH	unknown CDS
TI83333S000615	b0626	ybeM	putative NAD(P)-binding amidase-type enzyme (C-N hydrolase family)
TI83333S000616	b0627	tatE	twin argininte translocase protein A
TI83333S000617	b0628	lipA	lipoyl synthase
TI83333S000618	b0629	ybeF	putative transcriptional regulator (LysR family) or putative periplasmic binding protein
TI83333S000619	b0630	lipB	lipoyltransferase
TI83333S000620	b0631	ybeD	hypothetical protein
TI83333S000621	b0632	dacA	"D-alanyl-D-alanine carboxypeptidase, fraction A; penicillin-binding protein 5"
TI83333S000622	b0633	rlpA	a minor lipoprotein
TI83333S000623	b0634	mrdB	rod shape-determining membrane protein; cell elongation
TI83333S000624	b0635	mrdA	"cell elongation, e phase; peptidoglycan synthetase; penicillin-binding protein 2"
TI83333S000625	b0636	ybeA	hypothetical protein
TI83333S000626	b0637	ybeB	hypothetical protein
TI83333S000627	b0638	cobC	"homolog of Salmonella cobC, a phosphohistidine protein"
TI83333S000628	b0639	nadD	nicotinic acid mononucleotide adenyltransferase
TI83333S000629	b0640	holA	DNA polymerase III subunit delta
TI83333S000630	b0641	rlpB	a minor lipoprotein
TI83333S000631	b0642	leuS	leucyl-tRNA synthetase
TI83333S000632	b0643	ybeL	putative alpha helical protein
TI83333S000633	b0644	ybeQ	hypothetical protein
TI83333S000634	b0645	ybeR	hypothetical protein
TI83333S000635	b0646	djlB	putative chaperone
TI83333S000636	b0647	ybeT	hypothetical protein
TI83333S000637	b0648	ybeU	putative tRNA ligase
TI83333S000638	b0649	djlC	"conserved protein, chaperone domain"
TI83333S000639	b0650	hscC	chaperone protein Hsc62
TI83333S000640	b0651	rihA	pyrimidine specific nucleoside hydrolase
TI83333S000641	b0652	gltL	ATP-binding protein of glutamate/aspartate transport system
TI83333S000642	b0653	gltK	"glutamate/aspartate transport protein (ABC superfamily, membrane)"
TI83333S000643	b0654	gltJ	"glutamate/aspartate transport protein (ABC superfamily, membrane)"
TI83333S000644	b0655	gltI	glutamate/aspartate periplasmic binding protein
TI83333S000645	b0656	b0656	IS5 protein
TI83333S000646	b0657	cutE	apolipoprotein N-acyltransferase
TI83333S000647	b0658	ybeX	putative integral membrane protein
TI83333S000648	b0659	ybeY	hypothetical protein
TI83333S000649	b0660	ybeZ	putative ATP-binding protein in pho regulon
TI83333S000650	b0661	miaB	involved in methylthiolation of isopentenylated A37 derivatives in tRNA
TI83333S000651	b0662	ubiF	"2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase"
TI83333S000652	b0674	asnB	asparagine synthetase B
TI83333S000653	b0675	nagD	N-acetylglucosamine metabolism
TI83333S000654	b0676	nagC	transcriptional repressor of genes for catabolic enzyme (NagC/XylR (ROK) family)
TI83333S000655	b0677	nagA	N-acetylglucosamine-6-phosphate deacetylase
TI83333S000656	b0678	nagB	glucosamine-6-phosphate deaminase
TI83333S000657	b0679	nagE	"PTS family enzyme IIC (N-terminal); enzyme IIB (center); enzyme IIC (C-terminal), N-acetylglucosamine-specific"
TI83333S000658	b0680	glnS	glutaminyl-tRNA synthetase
TI83333S000659	b0681	ybfM	hypothetical protein
TI83333S000660	b0682	ybfN	hypothetical protein
TI83333S000661	b0683	fur	ferric uptake regulator
TI83333S000662	b0684	fldA	flavodoxin
TI83333S000663	b0685	ybfE	"LexA regulated, possible SOS response"
TI83333S000664	b0686	ybfF	putative enzyme
TI83333S000665	b0687	seqA	negative modulator of initiation of replication
TI83333S000666	b0688	pgm	phosphoglucomutase
TI83333S000667	b0689	ybfP	putative pectinase
TI83333S000668	b0690	ybfG	hypothetical protein
TI83333S000669	b0691	ybfH	hypothetical protein
TI83333S000670	b0692	potE	putrescine transport protein
TI83333S000671	b0693	speF	"ornithine decarboxylase isozyme, inducible"
TI83333S000672	b0694	kdpE	regulator of kdp operon (transcriptional effector)
TI83333S000673	b0695	kdpD	sensor for high-affinity potassium transport system
TI83333S000674	b0696	kdpC	potassium-transporting ATPase subunit C
TI83333S000675	b0697	kdpB	potassium-transporting ATPase subunit B
TI83333S000676	b0698	kdpA	potassium-transporting ATPase subunit A
TI83333S000677	b0699	ybfA	unknown CDS
TI83333S000678	b0700	rhsC_1	RhsC protein in RhsC element
TI83333S000679	b0701	rhsC_2	part of RhsC protein (b0700) in RhsC element
TI83333S000680	b0702	ybfB	hypothetical protein
TI83333S000681	b0703	ybfO	putative rhs protein
TI83333S000682	b0704	ybfC	unknown CDS
TI83333S000683	b0705	ybfL	putative receptor protein
TI83333S000684	b0706	ybfD	putative DNA ligase
TI83333S000685	b0707	ybgA	hypothetical protein
TI83333S000686	b0708	phr	deoxyribodipyrimidine photolyase (photoreactivation)
TI83333S000687	b0709	ybgH	putative transport protein
TI83333S000688	b0710	ybgI	hypothetical protein
TI83333S000689	b0711	ybgJ	putative carboxylase
TI83333S000690	b0712	ybgK	putative carboxylase
TI83333S000691	b0713	ybgL	hypothetical protein
TI83333S000692	b0714	nei	endonuclease VIII
TI83333S000693	b0715	abrB	putative transport protein
TI83333S000694	b0716	ybgO	hypothetical protein
TI83333S000695	b0717	ybgP	putative chaperone
TI83333S000696	b0718	ybgQ	putative outer membrane protein
TI83333S000697	b0719	ybgD	putative fimbrial-like protein
TI83333S000698	b0720	gltA	citrate synthase
TI83333S000699	b0721	sdhC	succinate dehydrogenase cytochrome b556 large membrane subunit
TI83333S000700	b0722	sdhD	succinate dehydrogenase cytochrome b556 small membrane subunit
TI83333S000701	b0723	sdhA	succinate dehydrogenase catalytic subunit
TI83333S000702	b0724	sdhB	succinate dehydrogenase catalytic subunit
TI83333S000703	b0725	b0725	unknown CDS
TI83333S000704	b0726	sucA	"2-oxoglutarate decarboxylase, component of the 2-oxoglutarate dehydrogenase complex, thiamin-binding"
TI83333S000705	b0727	sucB	dihydrolipoamide acetyltransferase
TI83333S000706	b0728	sucC	succinyl-CoA synthetase subunit beta
TI83333S000707	b0729	sucD	succinyl-CoA synthetase alpha subunit
TI83333S000708	b0730	mngR	transcriptional regulator of succinylCoA synthetase operon
TI83333S000709	b0731	mngA	"PTS family enzyme IIA (N-terminal); enzyme IIBC (C-terminal), induction of ompC"
TI83333S000710	b0732	mngB	putative sugar hydrolase
TI83333S000711	b0733	cydA	"cytochrome d terminal oxidase, polypeptide subunit I"
TI83333S000712	b0734	cydB	cytochrome d terminal oxidase polypeptide subunit II
TI83333S000713	b0735	ybgE	hypothetical protein
TI83333S000714	b0736	ybgC	hypothetical protein
TI83333S000715	b0737	tolQ	"inner membrane protein required for outer membrane integrity, uptake of group A colicins and phage DNA"
